id,year,zip_code,city,state,climate,building_class,facility_type,floor_area,year_built,number_of_people,occupant_density,operating_hours,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,wall_insulation_r_value,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,energy_star_rating,leed_score,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,data_source
11677214,2020,19140,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Uncategorized,44000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,30.5307722305,51.1322797442,81.6630519747,149.5555185351,5.6377450859,Philadelphia Benchmarking Ordinance
11683037,2019,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,144137,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,3,Unknown,48.9057477853,38.3620184568,87.2677662421,199.3307809019,7.2043050900,Philadelphia Benchmarking Ordinance
11683037,2020,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,144137,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,2,Unknown,43.2633942942,51.3719048260,94.6352991202,197.3780784875,7.5416348948,Philadelphia Benchmarking Ordinance
11684908,2019,19130,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,134000,1927,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,29.9542026991,14.2685501273,44.2227528265,109.0381741090,3.6247287567,Philadelphia Benchmarking Ordinance
11684908,2020,19130,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,134000,1927,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,33.4854962279,No Value,55.7469350889,128.5189689596,4.3872122796,Philadelphia Benchmarking Ordinance
11685567,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Retail - Strip shopping mall,452374,1960,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,73.0610936098,41.2631236113,114.3242172210,272.7381137265,9.1841844946,Philadelphia Benchmarking Ordinance
11685567,2020,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Retail - Strip shopping mall,452374,1960,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,65.6763697006,36.2244677841,101.9008374847,244.2594920331,8.2097872608,Philadelphia Benchmarking Ordinance
11692490,2020,19135,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,20000,2017,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,1,Unknown,178.0187324454,52.0915733607,230.1103058060,613.6749719071,19.8048117274,Philadelphia Benchmarking Ordinance
11696355,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,93877,1971,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,65,Unknown,43.7574127319,73.6387202080,117.3961329399,214.7189321967,8.0989880163,Philadelphia Benchmarking Ordinance
11696355,2020,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,93877,1971,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,56,Unknown,47.3374409056,74.8304665575,122.1679074630,227.2115543288,8.5049272752,Philadelphia Benchmarking Ordinance
11698404,2019,19134,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,109842,2013,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,81,Unknown,33.6501440979,23.6137777990,57.2639218969,130.4559191563,4.4747934995,Philadelphia Benchmarking Ordinance
1182097,2013,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Mixed Use - Commercial and Residential,124190,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,472.2277784041,0.0000000000,472.2277784041,1482.7952241887,53.2699387329,Philadelphia Benchmarking Ordinance
1182097,2014,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Mixed Use - Commercial and Residential,124190,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,475.8672630647,0.0000000000,475.8672630647,1494.2232060230,52.7884096319,Philadelphia Benchmarking Ordinance
1182097,2015,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Mixed Use - Commercial and Residential,124190,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,478.0311184475,0.0000000000,478.0311184475,1501.0177119253,50.7292223160,Philadelphia Benchmarking Ordinance
1182097,2017,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Mixed Use - Commercial and Residential,124190,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,444.8205088977,0.0000000000,444.8205088977,1396.7363979386,43.8196463898,Philadelphia Benchmarking Ordinance
1182097,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Mixed Use - Commercial and Residential,124190,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,371.8442602464,0.0000000000,371.8442602464,1167.5909771737,35.5893298337,Philadelphia Benchmarking Ordinance
11861908,2019,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,113409,2001,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,16,Unknown,23.5888233024,35.1547965714,58.7436198737,110.9814415693,4.1247648630,Philadelphia Benchmarking Ordinance
11861908,2020,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,113409,2001,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,19,Unknown,22.7547257142,28.6400036702,51.3947293844,101.5218425963,3.6989324723,Philadelphia Benchmarking Ordinance
11987140,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,184634,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,30,Unknown,51.5122388991,19.9338219206,71.4460608196,182.6789431596,5.9889376933,Philadelphia Benchmarking Ordinance
11987140,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,184634,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,50,Unknown,41.9636725627,18.5193439631,60.4830165258,151.2112430082,4.9999185143,Philadelphia Benchmarking Ordinance
1211433,2013,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,85,Unknown,46.9652228379,12.2206080059,59.1858308438,160.3024381172,5.9465060638,Philadelphia Benchmarking Ordinance
1211433,2014,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,84,Unknown,45.8283877847,16.5180868862,62.3464746709,161.2451288743,5.9598092245,Philadelphia Benchmarking Ordinance
1211433,2015,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,83,Unknown,47.5488702571,14.7895484871,62.3384187442,164.8324785189,5.8301640640,Philadelphia Benchmarking Ordinance
1211433,2016,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,85,Unknown,47.4518549543,14.5590439746,62.0108989290,164.2858207300,5.5802885632,Philadelphia Benchmarking Ordinance
1211433,2017,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,85,Unknown,46.3431700913,16.5493109172,62.8924810085,162.8943305497,5.4438859203,Philadelphia Benchmarking Ordinance
1211433,2018,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,74,Unknown,46.0211629561,18.8160737722,64.8372367283,164.2633291430,5.4040215023,Philadelphia Benchmarking Ordinance
1211433,2019,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,72,Unknown,48.4130503410,17.5963359005,66.0093862415,170.4931307663,5.5681695097,Philadelphia Benchmarking Ordinance
1211433,2020,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,350577,1925,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,35.0104919889,13.9098662578,48.9203582467,124.5383044159,4.0896180774,Philadelphia Benchmarking Ordinance
1218039,2017,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,1218580,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,59.4799256512,15.8811692298,75.3610948809,205.8243696204,6.9139276655,Philadelphia Benchmarking Ordinance
1218039,2018,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,1218580,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,76,Unknown,56.2151485828,19.1820266211,75.3971752039,199.5339984953,6.6540559277,Philadelphia Benchmarking Ordinance
1218039,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,1218580,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,78,Unknown,53.1687980108,20.1773913900,73.3461894008,191.1628954219,6.4285809874,Philadelphia Benchmarking Ordinance
12230538,2019,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,206391,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,97,Unknown,24.0692876143,9.5828801547,33.6521677689,85.6395872712,2.8126257708,Philadelphia Benchmarking Ordinance
12410344,2019,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,296169,1966,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,56,Unknown,13.2051438903,12.2903731866,25.4955170769,54.3690436615,1.9166101500,Philadelphia Benchmarking Ordinance
12410344,2020,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,296169,1966,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,45,Unknown,12.6647314854,No Value,34.1060482526,62.2806394696,2.3508937241,Philadelphia Benchmarking Ordinance
12419678,2019,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Mixed Use - Commercial and Residential,200000,1955,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,6.1860532400,7.9401454950,14.1261987350,27.7613599434,1.0137702074,Philadelphia Benchmarking Ordinance
12427692,2019,19143,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,49250,2013,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,98,Unknown,0.1895409299,13.2244625056,13.4140034355,14.4808441509,0.7204922250,Philadelphia Benchmarking Ordinance
12437065,2019,19134,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Self-storage,47390,2007,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,4.5440150580,37.8357800802,42.3797951382,53.9957763664,2.4443673750,Philadelphia Benchmarking Ordinance
12437459,2019,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Self-storage,74458,2007,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,10.3929947084,16.8370309705,27.2300256789,50.3128859035,1.8889314718,Philadelphia Benchmarking Ordinance
12438312,2019,19131,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Self-storage,52324,2007,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,8.0530412124,15.2883320923,23.3413733048,41.3392981040,1.5827223973,Philadelphia Benchmarking Ordinance
12450138,2019,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,50946,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,18.0161435474,19.9340515082,37.9501950556,77.5014448225,2.7830281796,Philadelphia Benchmarking Ordinance
12450138,2020,19144,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,50946,1961,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,57,Unknown,18.8347482033,No Value,No Value,106.7805820113,4.2123295080,Philadelphia Benchmarking Ordinance
12474891,2019,19140,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Self-storage,174000,1930,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,5.3755275632,0.0000000000,5.3755275632,16.8791565485,0.5144934155,Philadelphia Benchmarking Ordinance
12477713,2020,19123,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,58000,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,93,Unknown,21.5847688195,6.6959033352,28.2806721547,74.8068725952,2.4215043651,Philadelphia Benchmarking Ordinance
12491000,2019,19131,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,460810,1989,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,62,Unknown,40.1809814023,0.0000000000,40.1809814023,126.1682816033,3.8457342308,Philadelphia Benchmarking Ordinance
12491088,2019,19130,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,485155,1988,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,84,Unknown,20.9026438671,0.2909600035,21.1936038706,65.9398097464,2.0160514334,Philadelphia Benchmarking Ordinance
12491088,2020,19130,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,485155,1988,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,83,Unknown,19.7829139417,0.8750835221,20.6579974638,63.0371874752,1.9399045339,Philadelphia Benchmarking Ordinance
12512625,2019,19133,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Public Assembly - Social/meeting,53500,1914,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,28.9965374548,20.3388690508,49.3354065056,112.4049401114,3.8554649563,Philadelphia Benchmarking Ordinance
12512625,2020,19133,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Public Assembly - Social/meeting,53500,1914,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,27.7046016547,20.9100579644,48.6146596190,108.9480100582,3.7621492221,Philadelphia Benchmarking Ordinance
12557500,2019,19132,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,58354,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,90,Unknown,26.0939339144,1.0255184526,27.1194523671,83.0117468666,2.5519238181,Philadelphia Benchmarking Ordinance
12557500,2020,19132,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,58354,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,81,Unknown,27.2553582890,2.4758435934,29.7312018824,88.1814608005,2.7401108746,Philadelphia Benchmarking Ordinance
12558342,2019,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,56280,1960,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,9.9279914871,8.6545848996,18.5825763867,40.2612074140,1.4098561580,Philadelphia Benchmarking Ordinance
12558342,2020,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,56280,1960,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,9.6959375643,4.2542294383,13.9501670026,34.9121848622,1.1539433263,Philadelphia Benchmarking Ordinance
1260373,2013,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Grocery store or food market,50256,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,75,Unknown,156.4904108717,64.3444834993,220.8348943710,558.9415978113,21.0687023663,Philadelphia Benchmarking Ordinance
1260373,2014,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Grocery store or food market,50256,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,73,Unknown,158.5758446453,69.4008574019,227.9767020472,570.7990524582,21.2723115517,Philadelphia Benchmarking Ordinance
1260373,2015,19152,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Grocery store or food market,50256,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,66,Unknown,172.1779242852,71.9339703784,244.1118946636,616.1693511528,22.0876024975,Philadelphia Benchmarking Ordinance
